priority,course_name,city,county,zip,website,booking_software,golfnow_listed,contact_name,contact_title,contact_email,contact_phone,notes,source_url
HIGH,Belle River Golf Course,Memphis,St. Clair,48041,http://www.bellerivergolfcourse.com/,TeeSnap,NO,,,events@bellerivergolfcourse.com,(810) 392-2121,,https://www.google.com/maps/place/?q=place_id:ChIJJcZwLDUHJYgRxQsyxtXuL1k
HIGH,Mystic Creek Golf Course & Banquet Center,Milford,Oakland,48380,https://www.mysticcreekgolfclub.com/,foreUP,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_0-OseBYI4gRGTKq9_2V0wo
HIGH,Carrington Golf Club,Monroe,Monroe,48161,http://golfcarrington.com/,TeeSnap,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJd9DMKhBlO4gRmXdDjralNlg
HIGH,Sandy Creek Golf Course,Monroe,Monroe,48162,http://www.sandycreekgolf.com/,foreUP,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJbc3x-B5mO4gRHkJZ1qsgpWE
HIGH,Green Meadows Golf Course,Monroe,Monroe,48161,http://www.greenmeadowsgolf.com/,Manual / Phone Only,NO,,,user@domain.com,,,https://www.google.com/maps/place/?q=place_id:ChIJl-GecWFkO4gRAMspbdifQSA
HIGH,Old Town Golf and Sportland,Monroe,Monroe,48162,https://oldtownsc.com/,Manual / Phone Only,NO,,,dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com,,,https://www.google.com/maps/place/?q=place_id:ChIJn8uyxdoJXUARTJ0mYNgbOUA
HIGH,Dirty Birdie,Monroe,Monroe,48162,https://dirtybirdie-golf.com/,Manual / Phone Only,NO,,,Info@dirtybirdie-golf.com,734-621-4810,,https://www.google.com/maps/place/?q=place_id:ChIJr6Q5fnRvO4gRCZjYulqyuoQ
HIGH,River's Edge at Carrington,Monroe,Monroe,48161,http://golfcarrington.com/,TeeSnap,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ05nebBBlO4gRJcYnWpgNxw4
HIGH,Premier Lanes,New Baltimore,Macomb,48047,https://thepremiercomplex.com/,Manual / Phone Only,NO,,,eben@eyebytes.com,586 725 2228,,https://www.google.com/maps/place/?q=place_id:ChIJn1BG6aoZJYgR4DDAe5X5Veo
HIGH,Cedar Glen Golf and Outing,New Baltimore,Macomb,48047,http://cedarglengolfclub.com/,Club Caddie,NO,,,everschaeve@cedarglengolfclub.com,(586) 725-8156,,https://www.google.com/maps/place/?q=place_id:ChIJg3JrtvsZJYgRg8vc7EXjxoE
HIGH,Oak Ridge Golf Course,New Haven,Macomb,48048,http://www.oakridgegolf.com/,Manual / Phone Only,NO,,,clubhouse@oakridgegolf.com,586-749-5151,,https://www.google.com/maps/place/?q=place_id:ChIJAY3kZiQaJYgRSc5piY-1Fwk
HIGH,Coyote Golf Club,New Hudson,Oakland,48165,http://www.coyotegolfclub.com/,Tee It Up,NO,,,info@coyotegolfclub.com,248-486-1228,,https://www.google.com/maps/place/?q=place_id:ChIJpQZUeJNXI4gRH_MhefpT55Y
HIGH,Black Mt Golf Lounge,New Hudson,Oakland,48165,https://www.blackmtgolflounge.com/,Manual / Phone Only,NO,,,hi@mystore.com,(555) 555-5555,,https://www.google.com/maps/place/?q=place_id:ChIJA4n4UwBXI4gRm7YQXZLZH4Y
HIGH,Bushwood Golf Course,Northville,Wayne,48168,http://www.bushwoodgc.com/,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ82FFo56tJIgRRHGoU11YncA
HIGH,Novi Putting Edge,Novi,Oakland,48377,https://www.puttingedge.com/novi/,Manual / Phone Only,NO,,,novi@puttingedge.com,(248) 348-4022,,https://www.google.com/maps/place/?q=place_id:ChIJmfDvzxevJIgRKokSulfQjZI
HIGH,Maples Golf Club,Novi,Oakland,48377,http://www.maplesgc.com/,Manual / Phone Only,NO,,,info@maplesgc.com,(248) 896-2765,,https://www.google.com/maps/place/?q=place_id:ChIJtQo7UXmlJIgReC8qeci1x5s
HIGH,X-Golf Novi,Novi,Oakland,48377,http://www.xgolfnovi.com/,Unknown Online Booking,NO,,,xgolf-logo@2x-1.png,(248) 513-4761,,https://www.google.com/maps/place/?q=place_id:ChIJk-rPcxivJIgRdyFbSq-IYMQ
HIGH,"The Back Nine Golf | Novi, MI",Novi,Oakland,48375,https://thebackninegolf.com/novi-mi/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJjWVUEj-vJIgR50T3Ew_AZlk
HIGH,Boulder Pointe Golf Club,Oxford,Oakland,48371,http://www.boulderpointe.net/,Club Caddie,NO,,,boulderpointe@boulderpointe.net,248-969-1500,,https://www.google.com/maps/place/?q=place_id:ChIJ1fmsMG-NJIgRumgNcxh1omw
HIGH,Copper Hills Golf Club,Oxford,Oakland,48370,http://www.copperhills.com/,Club Caddie,NO,,,info@copperhills.com,248-969-9808,,https://www.google.com/maps/place/?q=place_id:ChIJZ8R37HTyJIgR3IBRgEVTi0U
HIGH,Oxford Hills Golf Club,Oxford,Oakland,48371,http://www.oxfordhillsgolf.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJqeRM4lHtJIgR92mt8br_sF8
HIGH,Legacy 925,Oxford,Oakland,48371,https://thelegacy925.com/,Manual / Phone Only,NO,,,filler@godaddy.com,248-823-7676,,https://www.google.com/maps/place/?q=place_id:ChIJc0WaVWqNJIgR-iWUDlkMspk
HIGH,Birdies Indoor Golf & Bar,Oxford,Oakland,48371,http://www.birdiesindoorgolfandbar.com/,Manual / Phone Only,NO,,,info@birdiesindoorgolfandbar.com,248-800-4023,,https://www.google.com/maps/place/?q=place_id:ChIJS2u_T1SNJIgRjAyFeBYyR5Y
HIGH,Divot Den Social,Oxford,Oakland,48371,https://www.divotdensocial.com/,Manual / Phone Only,NO,,,astigma@astigmatic.com,248-800-6120,,https://www.google.com/maps/place/?q=place_id:ChIJsczaw5GNJIgRjieCa_oDA04
HIGH,Deme Acres Golf Course,Petersburg,Monroe,49270,http://www.demeacres.com/,Tee It Up,NO,,,demeacresgolf@gmail.com,(734) 279-1151,,https://www.google.com/maps/place/?q=place_id:ChIJZ92iytqEPIgRBx3UmkWAe-E
HIGH,Timber Trace Golf Club,Pinckney,Livingston,48169,https://timbertracegolf.com/,foreUP,NO,,,info@timbertracegolf.com,734-878-1800,,https://www.google.com/maps/place/?q=place_id:ChIJsaemnp82I4gRrcd9ePuHcG4
HIGH,Whispering Pines Golf Club & Banquet Hall,Pinckney,Livingston,48169,https://www.whisperingpinesgolfandbanquets.com/,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJlU3XzS9KI4gRQqGkWN605RI
HIGH,Rush Lake Hills Golf Club,Pinckney,Livingston,48169,http://www.rushlakehills.com/,Lightspeed/Chronogolf,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9TE2_HlJI4gRr3K_prhxZd0
HIGH,Lake Front Life,Pinckney,Livingston,48169,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJu6Pi21pKI4gRwuE0Cb9jk4g
HIGH,TropiGolf,Pinckney,Livingston,48169,https://www.tropigolf.com/,Unknown Online Booking,NO,,,user@domain.com,,,https://www.google.com/maps/place/?q=place_id:ChIJwe9Bp-I1I4gRFNVPDcuHcWY
HIGH,Oasis Golf Center,Plymouth,Wayne,48170,http://oasisgolfcenter.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJjT6xynCtJIgRdpTN-AjcsP4
HIGH,The Links at Crystal Lake,Pontiac,Oakland,48341,http://www.tlacl.com/,TeeSnap,NO,,,crystallake@tlacl.com,(248) 758-3966,,https://www.google.com/maps/place/?q=place_id:ChIJIcepWPu-JIgRww1DV4q_wCc
HIGH,Timberwood Golf Club,Ray,Macomb,48096,https://www.timberwoodgc.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJk7fsJjEdJYgRrnL1Zw9Wduo
HIGH,Groveland Oaks County Park-18-hole mini golf,Richmond,Macomb,48062,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJE4ewVH6dJIgRa3yStxVUwIA
HIGH,Golf consultant,River Rouge,Wayne,48218,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJQyslbWYzO4gRLGk-b6ft9bw
HIGH,Riverview Highlands Golf Course,Riverview,Wayne,48193,http://www.riverviewhighlands.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJg9QU2rM5O4gRwuhcbBaYDKI
HIGH,R&S Sharf Golf Course,Rochester,Oakland,48309,https://www.oakland.edu/golf/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJwYcTXoXqJIgRyu-y8O7t4d8
HIGH,Golf Pavilion,Rochester,Oakland,48309,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJGQ1WfwDrJIgROqAmMngg1f8
HIGH,Hampton Golf Club,Rochester Hills,Oakland,48307,https://golfthehampton.com/,Tee It Up,NO,,,info@b0w.08d.myftpupload.com,586-752-7244,,https://www.google.com/maps/place/?q=place_id:ChIJx7QgB4nCJIgRk8VPJXI-G74
HIGH,Tee Times Rochester Hills,Rochester Hills,Oakland,48307,https://www.playteetimes.com/,TeeTimes.com,NO,,,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,248-468-4994,,https://www.google.com/maps/place/?q=place_id:ChIJ56CkCuXDJIgRq8kxzWICldM
HIGH,Oakland University Golf & Learning Center,Rochester Hills,Oakland,48309,http://www.oakland.edu/golf,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJwYcTXoXqJIgRryaiHtVKWN8
HIGH,Unified Volleyball,Rochester Hills,Oakland,48309,http://www.unifiedvolleyball.com/,Manual / Phone Only,NO,,,info@unifiedvolleyball.com,,,https://www.google.com/maps/place/?q=place_id:ChIJoexUevPBJIgR1fpq48jf_kU
HIGH,Katke-Cousins Golf Course,Rochester Hills,Oakland,48309,http://www.oakland.edu/golf,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJOWxrOn_qJIgRU_hXvqYX5DY
HIGH,Red Run Golf Club,Royal Oak,Oakland,48073,http://www.redrungolfclub.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2zC28Y7FJIgRu9j7lDL1Azc
HIGH,Royal Oak Golf Course,Royal Oak,Oakland,48073,http://royaloakgc.com/,Manual / Phone Only,NO,,,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,248-554-0019,,https://www.google.com/maps/place/?q=place_id:ChIJCRm_TXLGJIgRTZ8CYD94tBk
HIGH,X-Golf Royal Oak,Royal Oak,Oakland,48073,https://playxgolf.com/locations/royal-oak/,Unknown Online Booking,NO,,,xgolf-logo@2x-1.png,(248) 607-3976,,https://www.google.com/maps/place/?q=place_id:ChIJI3c07n_HJIgRSTopXhSzRFo
HIGH,The Bunker Club,Royal Oak,Oakland,49203,https://www.playbunkerclubgolf.com/,Unknown Online Booking,NO,,,user@domain.com,,,https://www.google.com/maps/place/?q=place_id:ChIJFYs2sJ3PJIgRhRRRmKEyuGk
HIGH,St. Clair Golf Club,Saint Clair,St. Clair,48079,http://www.stclairgolfclub.com/,Manual / Phone Only,NO,,,,,VERIFY: membership language detected,https://www.google.com/maps/place/?q=place_id:ChIJocuY9TFyJYgRk6M_D5Ct02M
HIGH,Rustic Glen Golf Club,Saline,Washtenaw,48176,http://www.rusticglen.com/,Tee It Up,NO,,,rusticglengolf@gmail.com,(734) 429-7679,,https://www.google.com/maps/place/?q=place_id:ChIJwyLe-gq8PIgRCaD6jPm66jo
HIGH,Brookside Golf Course-Saline,Saline,Washtenaw,48176,http://www.brooksidesaline.com/,Unknown Online Booking,NO,,,brooksidegc@gmail.com,(734) 429-4276,,https://www.google.com/maps/place/?q=place_id:ChIJA-slXvu6PIgRF6YxJOoGa9I
HIGH,Moose Ridge Golf Course,South Lyon,Livingston,48178,http://www.mooseridgegolf.com/,Unknown Online Booking,NO,,,events@mooseridgegolf.com,(248) 446-9030,,https://www.google.com/maps/place/?q=place_id:ChIJ5UdygnFRI4gRQJCeT8wemrQ
HIGH,Evergreen Hills Golf Course,Southfield,Oakland,48076,http://www.cityofsouthfield.com/departments/parks-recreation/golf,Tee It Up,NO,,,tryan@cityofsouthfield.com,(248) 796-4666,,https://www.google.com/maps/place/?q=place_id:ChIJ906KSTvIJIgRZJwIT0kVhM0
HIGH,Southgate Golf Course,Southgate,Wayne,48195,https://www.southgatemi.org/residents/golf_course.php,Manual / Phone Only,NO,,,jlopezpga@gmail.com,734-258-3004,,https://www.google.com/maps/place/?q=place_id:ChIJWUG-_Xc3O4gRdBebO8I68OU
HIGH,St Clair Shores Golf Club,St. Clair Shores,Macomb,48082,https://www.scsgolf.com/,Tee It Up,NO,,,crippenm@scsmi.net,(586)294-2000,,https://www.google.com/maps/place/?q=place_id:ChIJvdc0r3onJYgRS6zudvPl9ks
HIGH,X-Golf St. Clair Shores,St. Clair Shores,Macomb,48082,http://www.xgolfscs.com/,Unknown Online Booking,NO,,,xgolf-logo@2x-1.png,586-285-5749,,https://www.google.com/maps/place/?q=place_id:ChIJtRe8znQnJYgRa6Oiwr0U_-c
HIGH,Maple Lane Golf Club and Driving Range,Sterling Heights,Macomb,48312,http://www.maplelanegolf.com/,Club Caddie,NO,,,cbyron@maplelanegolf.com,(586) 795-4000,,https://www.google.com/maps/place/?q=place_id:ChIJvRk0isjbJIgRWnWvsSMLvcA
HIGH,Rammler Golf Club,Sterling Heights,Macomb,48312,http://www.rammler.golf/,Manual / Phone Only,NO,,,info@rammler.golf,(586) 264-4101,,https://www.google.com/maps/place/?q=place_id:ChIJk_Mf1bHeJIgRsx-1EgOaMqQ
HIGH,Plum Brook Golf Club,Sterling Heights,Macomb,48312,http://www.plumbrookgolf.com/,Manual / Phone Only,NO,,,plumbrookgc@gmail.com,(586) 264-9411,,https://www.google.com/maps/place/?q=place_id:ChIJ49jW4f_bJIgRSKk8f873Oys
HIGH,First Cut Golf Co,Sterling Heights,Macomb,48313,https://www.firstcutgolfco.com/,Manual / Phone Only,NO,,,ef5d9bbac3354b759bfd7a23c3313b3f@o244637.ingest.us.sentry.io,(586) 300-7147,,https://www.google.com/maps/place/?q=place_id:ChIJBckR_njfJIgRluQ5ITzOGfA
HIGH,Lakes of Taylor Golf Course,Taylor,Wayne,48180,http://www.lakesoftaylorgolf.com/,Club Caddie,NO,,,kziomek@cityoftaylormi.gov,(734) 287-2100,,https://www.google.com/maps/place/?q=place_id:ChIJ8xEkxWVIO4gRYWuosy1hGe4
HIGH,Giant Oak Golf Club,Temperance,Monroe,48182,http://giantoakgolfclub.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJkSmX9Tl-O4gR3z1dGq9-N5Y
HIGH,Sanctuary Lake Golf Course,Troy,Oakland,48084,https://www.golftroy.com/sanctuary-lake?utm_source=extnet&utm_medium=yext,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJnaBDeuDCJIgRFumVlEV4xMY
HIGH,Sylvan Glen Golf Course,Troy,Oakland,48085,https://www.golftroy.com/?utm_source=extnet&utm_medium=yext,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5zKVhKPDJIgRItvnfuErHJ0
HIGH,Golf Galaxy,Troy,Oakland,48083,https://stores.golfgalaxy.com/mi/troy/3215/?seo=localpack,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJR3pa0WfEJIgRb5I6A6EffNM
HIGH,Shepherd's Hollow Golf Club,Village of Clarkston,Oakland,48346,http://www.shepherdshollow.com/,Unknown Online Booking,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0_OkxaaZJIgR6aYDKSZxIVA
HIGH,Pine Knob Golf Club,Village of Clarkston,Oakland,48348,http://www.pineknobgolfclub.com/,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0ztxadCWJIgRyFHsnsQSJV8
HIGH,Fountains Golf & Banquet,Village of Clarkston,Oakland,48346,https://fountainsgolf.com/,foreUP,NO,,,info@fountainsgolf.com,(248) 625-3731,,https://www.google.com/maps/place/?q=place_id:ChIJw7SXrhqXJIgRn2Jty9pZAyQ
HIGH,MyGolfDeals,Village of Clarkston,Oakland,48348,http://www.mygolfdeals.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3ULCm7GWJIgR1m0_9IRa5J8
HIGH,"The Back Nine Golf | Clarkston, MI",Village of Clarkston,Oakland,48346,https://thebackninegolf.com/clarkstonmi/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJSU9JVpeZJIgRY26JayBOjY8
HIGH,Stations Golf,Village of Clarkston,Oakland,48346,https://www.stationsgolf.com/,Manual / Phone Only,NO,,,kate@stationsgolf.com,248-953-9950,,https://www.google.com/maps/place/?q=place_id:ChIJS_UeNT2XJIgRxlLcnEKSgT4
HIGH,WheneverGolf,Warren,Macomb,48089,https://www.whenevergolf.com/,Manual / Phone Only,NO,,,hi@mystore.com,(313)460-7272,,https://www.google.com/maps/place/?q=place_id:ChIJiVgNfqzXJIgRydT2EGgbZeo
HIGH,The Orchards Golf Club,Washington,Macomb,48094,http://www.orchards.com/,Club Caddie,NO,,,,,VERIFY: membership language detected,https://www.google.com/maps/place/?q=place_id:ChIJXTgpd7XlJIgRYagZ1MP2S-A
HIGH,Glacier Club,Washington,Macomb,48094,http://www.glaciergolfclub.com/,Tee It Up,NO,,,bc.gc.management@gmail.com,(586) 786-0800,,https://www.google.com/maps/place/?q=place_id:ChIJ7XBUStblJIgRd3MVV7nhfqU
HIGH,Lyon Oaks County Park and Golf Course,Wixom,Oakland,48393,https://www.oakgov.com/community/oakland-county-parks/golf/lyon-oaks-golf-course,foreUP,NO,,,wrcwater@oakgov.com,(999) 999-9999,,https://www.google.com/maps/place/?q=place_id:ChIJsRa4anSoJIgRto5aL0BRGs8
HIGH,Hickory Hill Golf Course,Wixom,Oakland,48393,https://www.hickoryhillgc.com/,Lightspeed/Chronogolf,NO,,,8c4075d5481d476e945486754f783364@sentry.io,248-624-4733,,https://www.google.com/maps/place/?q=place_id:ChIJlbLff2-mJIgRsEgmY4_lqtE
HIGH,X-Golf Woodhaven,Woodhaven,Wayne,48183,https://playxgolf.com/locations/woodhaven/,Unknown Online Booking,NO,,,xgolf-logo@2x-1.png,(734) 304-4968,,https://www.google.com/maps/place/?q=place_id:ChIJadjvqss5O4gRCcGFWNyPTqA
HIGH,Wyandotte Shores Golf Course,Wyandotte,Wayne,48192,https://www.wyandottemi.gov/Facilities/Facility/Details/Wyandotte-Shores-Golf-Course-25,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1x830qcwO4gR-2QOTXoNOkQ
HIGH,Wyandotte Disc Golf Course,Wyandotte,Wayne,48192,http://www.wyandotte.net/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJrXrD0OI5O4gR4wH6e0hQ9X4
MEDIUM,The Hills of Lenawee Golf Club and Banquet Center,Adrian,Lenawee,49221,http://www.hillsoflenaweegolf.com/,Unknown Online Booking,NO,,,hillsoflenawee@gmail.com,(517) 265-2142,,https://www.google.com/maps/place/?q=place_id:ChIJzUzKOCXwPIgRxFQ01bJbRPg
MEDIUM,Wolf Creek Golf Club,Adrian,Lenawee,49221,https://thewolfcreekgolfclubadrian.com/,Club Caddie,NO,,,info@thewolfcreekgolfclubadrian.com,517-672-8802,,https://www.google.com/maps/place/?q=place_id:ChIJ7-98q1LlPIgRD8Q0FXbmLio
MEDIUM,Under Par Simulators,Adrian,Lenawee,49221,https://www.underparsimulators.com/,Unknown Online Booking,NO,,,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,166.502 1920,,https://www.google.com/maps/place/?q=place_id:ChIJdRsUlmvtPIgRqqms9uebO7A
MEDIUM,Pointe West Golf Club,Amherstburg,Essex,N9V 0A6,http://www.pointewestgolf.com/,Manual / Phone Only,NO,,,admin@pointewestgolf.com,519-736-8623,,https://www.google.com/maps/place/?q=place_id:ChIJQ3r1mRg7O4gR-bf_PlHdBLg
MEDIUM,Castle Creek Golf Club,Attica,Lapeer,48412,http://www.castlecreekgolfclub.com/,Tee It Up,NO,,,info@castlecreekgolfclub.com,(810) 724-0851,,https://www.google.com/maps/place/?q=place_id:ChIJ8TfiUBNbJIgRZIpIqE8YVYM
MEDIUM,Clark Lake Golf Club and Restaurant,Brooklyn,Jackson,49230,https://clarklakegolfcourse.com/?y_source=1_ODEyMjU2MjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Unknown Online Booking,NO,,,info@clarklakegolfcourse.com,(517) 592-6259,,https://www.google.com/maps/place/?q=place_id:ChIJpdakdiUgPYgRVbHB9XxrbOA
MEDIUM,Hill's Heart of the Lakes Golf Course,Brooklyn,Jackson,49230,http://www.hillsgolfcourse.com/,Manual / Phone Only,NO,,,name@domain.com,(517) 592-2110,,https://www.google.com/maps/place/?q=place_id:ChIJGfkVELjfPIgRhpiT4TBe-k0
MEDIUM,IMA Brookwood Golf Club,Burton,Genesee,48509,http://www.imarecreation.org/,Unknown Online Booking,NO,,,ssmith@imarecreation.org,(810) 742-4930,,https://www.google.com/maps/place/?q=place_id:ChIJ5Sc3Wn5_JIgRkcETL79Y1Hk
MEDIUM,Vienna Greens Golf Course,Clio,Genesee,48420,https://www.facebook.com/p/Vienna-Greens-Golf-Course-100085264530589/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJof-5RE-PI4gRmADT30ZBlSU
MEDIUM,Copper Ridge Golf Course,Davison,Genesee,48423,https://www.golfcopperridge.com/,Unknown Online Booking,NO,,,,,VERIFY: membership language detected,https://www.google.com/maps/place/?q=place_id:ChIJd1WhmCd-JIgRFXESxqLjp6Y
MEDIUM,Hickory Sticks Sports Bar & Grille,Davison,Genesee,48423,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJd1WhmCd-JIgRLIomA4poVEQ
MEDIUM,Sugarbush Golf Club & Banquet Center,Davison,Genesee,48423,http://www.sugarbushgolf.com/,Club Caddie,NO,,,info@sugarbushgolf.com,,,https://www.google.com/maps/place/?q=place_id:ChIJCc7lQ1l8JIgRZ98MV4rFF1Q
MEDIUM,Holiday Meadows / Holiday Shores RV Resort,Durand,Shiawassee,48429,https://holidayshoresrv.com/,Unknown Online Booking,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-9FQwG4LI4gRuGOofzs_n5M
MEDIUM,Forest Akers East Golf Course,East Lansing,Ingham,48823,http://golf.msu.edu/,Tee It Up,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJqy1NaUPCIogROIgXVvWdZEU
MEDIUM,Wildwood Golf & RV Resort,Essex,Essex,N8M 2X6,http://www.wildwoodgolfandrvresort.com/,Lightspeed/Chronogolf,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJly2YdR4jO4gRJOmiquX3hJQ
MEDIUM,Flint Golf Club,Flint,Genesee,48507,http://www.flintgolfclub.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJn8C381B_I4gR4ojaA9MMrGg
MEDIUM,Swartz Creek Municipal Golf,Flint,Genesee,48503,http://flintcitygolfllc.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJleyeQZ14I4gRq_jdZfa0fF4
MEDIUM,Kearsley Lake Municipal Golf,Flint,Genesee,48506,http://flintcitygolfllc.com/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ21LylN2AI4gRa6LNHrjjLMc
MEDIUM,Flushing Valley Golf Club,Flushing,Genesee,48433,http://flushingvalleycc.com/,Club Caddie,NO,,,,,VERIFY: membership language detected,https://www.google.com/maps/place/?q=place_id:ChIJ9b4MZTicI4gRciTLJkzrmjQ
MEDIUM,Flint Elks Lodge 222,Grand Blanc,Genesee,48439,https://www.elks.org/lodges/home.cfm?LodgeNumber=222,Manual / Phone Only,NO,,,,,VERIFY: membership language detected,https://www.google.com/maps/place/?q=place_id:ChIJ-RQpdUiAJIgRdG5TxoKtISg
MEDIUM,The Captain's Club Golf & Event Center,Grand Blanc,Genesee,48439,https://thecaptainsclub.golf/,Club Caddie,NO,,,info@thecaptainsclub.golf,810-695-5555,,https://www.google.com/maps/place/?q=place_id:ChIJv24Ar2KCJIgRW2uE4juigGs
MEDIUM,Atlas Valley Golf Club,Grand Blanc,Genesee,48439,http://www.atlasvalleygolf.com/,Club Caddie,NO,,,dhenry@atlasvalleygolf.com,810.636.9501,,https://www.google.com/maps/place/?q=place_id:ChIJ52dk7g-BJIgRU1py9v10BkY
MEDIUM,Warwick Hills Golf & Country,Grand Blanc,Genesee,48439,http://www.warwickhills.org/,Manual / Phone Only,NO,,,,,VERIFY: membership language detected,https://www.google.com/maps/place/?q=place_id:ChIJk1K74vJ9I4gR0XRTKj8uCHM
MEDIUM,Cobblestone Bar & Grille,Grand Blanc,Genesee,48439,https://www.cobblestonebarandgrille.com/,Manual / Phone Only,NO,,,8c4075d5481d476e945486754f783364@sentry.io,(810) 232-0810,,https://www.google.com/maps/place/?q=place_id:ChIJgXWjzOV7I4gRkNW19t-msLk
MEDIUM,Flint Elks Golf Course,Grand Blanc,Genesee,48439,https://www.elks.org/lodges/lodgefacilities.cfm?LodgeNumber=222,Manual / Phone Only,NO,,,poolmanager@flintelks222.com,,VERIFY: membership language detected,https://www.google.com/maps/place/?q=place_id:ChIJF0pb4EiAJIgRyYYEuE3blaU
MEDIUM,Cobblestone Indoor Golf,Grand Blanc,Genesee,48439,https://www.cobblestonebarandgrille.com/,Manual / Phone Only,NO,,,8c4075d5481d476e945486754f783364@sentry.io,(810) 232-0810,,https://www.google.com/maps/place/?q=place_id:ChIJaWAvW8l7I4gRuv7YvIk5giQ
MEDIUM,"The Back Nine Golf | Grand Blanc, MI",Grand Blanc,Genesee,48439,https://thebackninegolf.com/grand-blanc-mi/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJfR-_Ue99I4gRmuCbWW-60Go
MEDIUM,Greenwood Acres Golf Course,Grass Lake,Jackson,49240,https://greenwoodacrescampground.com/general-info/amenities-2/golf-course-score-card/,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJqakDEOfXPIgRpSUicO4wtCI
MEDIUM,Waterloo Golf Course,Grass Lake,Jackson,49240,,Manual / Phone Only,NO,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJdblQPg7UPIgReD9ALTdiWLc
MEDIUM,Meridian Sun Golf Club,Haslett,Ingham,48840,http://www.meridiansungc.com/,Unknown Online Booking,NO,,,info@meridiansungc.com,(517) 339-8281,,https://www.google.com/maps/place/?q=place_id:ChIJ2SnkBw7nIogR6lkw_TQHh1o
MEDIUM,Lake O' The Hills Golf Course,Haslett,Ingham,48840,http://www.lakeothehills.com/,Manual / Phone Only,NO,,,info@fdpropertymanagement.com,734-994-8070,,https://www.google.com/maps/place/?q=place_id:ChIJ5wlEXcTnIogRfGnMPngFFm8
MEDIUM,24/7 Golf Haslett,Haslett,Ingham,48840,https://24-7golf.com/haslett/,Manual / Phone Only,NO,,,info@24-7golf.com,616.350.9482,,https://www.google.com/maps/place/?q=place_id:ChIJRWHEm1TnIogR8gS666bcjb8
